1	4	-1	4	230	0	230	20	0	20	200	0	200	0	0	0	0	0	0	1	0	1	1	-1	0	0	0	1	0	0	0	0	0	4	230	20	200	0	0	1	0	0	特戒
2	87	-1	87	580	0	580	10	0	10	200	0	200	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	1	0	0	0	0	0	87	580	10	200	0	0	1	0	0	战神首饰紫星
3	108	-1	87	66	0	850	25	0	10	200	0	200	0	0	0	0	-10	45	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	109	140	20	200	0	-200	1	1	0	[时装]霜冷九州
4	110	113	87	596	3600	640	30	0	26	200	0	200	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	1	0	0	1	0	0	109	60	20	200	0	-200	1	1	0	[时装]城主战袍(男)
5	110	113	87	626	3600	640	30	0	26	200	0	200	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	1	0	0	1	0	0	109	60	20	200	0	-200	1	1	0	[时装]城主战袍(女)
6	108	-1	-1	12	0	0	12	0	1	130	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	100	20	200	0	-200	1	1	0	裁决之杖
7	108	-1	-1	0	0	0	12	0	1	150	0	200	4	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	100	20	200	0	-200	1	1	0	骨玉
8	108	-1	-1	24	0	0	12	0	1	150	0	200	5	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	100	20	200	0	-200	1	1	0	龙纹
9	108	-1	-1	36	0	0	10	0	1	180	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	80	20	200	0	-200	1	1	0	嗜魂法杖
10	108	-1	-1	46	0	0	10	0	1	180	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	屠龙
11	108	-1	-1	56	0	0	10	0	1	180	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	逍遥扇
12	108	-1	-1	185	3600	720	20	0	26	150	0	200	-112	-140	0	0	0	0	0	0	1	1	-1	-1	0	0	1	0	0	1	0	0	109	80	20	200	0	-200	1	1	0	血饮
13	108	-1	-1	244	0	0	20	0	1	200	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	龙牙
14	108	-1	-1	224	0	0	20	0	1	200	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	怒斩
15	108	-1	-1	205	0	0	9	0	1	200	0	200	-86	-170	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	霸者之刃
16	108	-1	-1	214	0	0	10	0	1	200	0	200	-91	-165	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	20	20	200	0	-200	1	1	0	命运之刃
17	108	-1	-1	111	3600	0	14	0	1	150	0	200	0	-3	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	开天
18	108	-1	-1	91	3600	0	10	0	1	160	0	200	5	6	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	镇天
19	108	-1	-1	101	3600	0	10	0	1	160	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	玄天
20	110	-1	-1	112	0	0	12	0	1	150	0	200	1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	战神盔甲(男)
21	110	-1	-1	124	0	0	12	0	1	150	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	战神盔甲(女)
22	110	-1	-1	0	0	0	12	0	1	150	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	恶魔长袍(男)
23	110	-1	-1	12	0	0	12	0	1	150	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	恶魔长袍(女)
24	110	-1	-1	88	0	0	12	0	1	150	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	幽灵战衣(男)
25	110	-1	-1	100	0	0	12	0	1	150	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	20	20	200	0	-200	1	1	0	幽灵战衣(女)
26	110	-1	-1	176	0	0	20	0	1	150	0	200	-2	55	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	天魔神甲
27	110	-1	-1	196	0	0	20	0	1	150	0	200	-64	-81	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	圣战宝甲
28	110	-1	-1	136	0	0	20	0	1	150	0	200	-45	12	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	法神披风
29	110	-1	-1	156	0	0	20	0	1	150	0	200	-106	-115	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	霓裳羽衣
30	110	-1	-1	236	0	0	20	0	1	150	0	200	-105	-116	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	109	40	20	200	0	-200	1	1	0	天尊道袍
31	50	-1	-1	3360	0	0	10	0	1	200	0	200	70	100	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	-1	0	1	200	0	0	0	0	0	40道衣甲
